"","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
"209",1,0.9999999,47,0,0.092163472,9493,2,2,0,1,0
"218",1,0.25889775,33,0,0.537441339,4900,3,0,1,0,1
"222",1,0.544497658,32,1,0.166766647,6667,5,1,0,0,0
"225",1,0.016598893,30,0,0.136575616,1500,5,0,0,0,0
"226",1,0.063329564,37,0,0.329935275,6179,6,0,1,0,3
"228",1,0.730271957,36,1,0.632794037,5500,10,0,2,0,0
"236",1,0.013115183,43,0,4211,0,21,0,2,0,2
"237",1,0.067259209,29,1,0.168340507,2090,3,0,0,0,0
"238",1,0.284236153,45,1,0.318890815,7500,9,0,1,0,2
"243",0,0.03719769,47,0,0.03975841,25000,11,0,1,0,3
"246",1,0.052653171,43,0,0.572292191,1984,9,0,0,0,4
"250",1,0.429246267,59,0,0.381254316,15928,17,0,1,0,1
"251",1,0.049529205,61,0,542,5400,15,0,0,0,0
"254",1,0.9999999,37,0,0.184625639,4500,2,0,0,0,1
"258",1,0.028423247,59,0,0.033982276,14330,12,0,1,0,0
"260",1,0.496388581,56,0,0.170164956,19580,12,0,1,0,1
"265",1,0.066347297,46,1,4480,5400,6,0,2,0,0
"267",1,0.543445655,46,0,0.267146571,5000,6,0,2,0,3
"269",1,0.024240472,64,0,0.101514142,10500,20,0,1,0,0
"270",1,0.047650102,63,0,0.387956894,9000,6,0,2,0,0
"273",1,0.007501937,63,0,0.278226307,8050,13,0,2,0,3
"276",1,0.017043518,43,0,0.10821382,2300,6,0,0,0,1
"277",1,0.060733396,61,0,0.008549573,20000,8,0,0,0,0
"280",1,0.466334165,34,2,0.007495315,3201,3,0,0,0,0
"282",1,0.9999999,60,0,0,4200,0,0,0,0,0
"283",1,0.305246317,39,0,0.188281635,10154,6,0,1,0,2
"284",1,0.702493864,63,0,0.582162622,4697,8,0,2,0,1
"292",1,0.006666097,27,0,0.000268637,7444,5,0,0,0,0
"293",1,0.014049649,27,0,0.352214765,3724,4,0,1,0,1
"294",1,0.9999999,35,1,0.092985318,3064,1,0,0,0,3
"306",1,0.063514422,57,0,2221.5,1,12,0,2,0,0
"307",1,0.03157211,39,0,0.644706486,3900,14,0,1,0,1
"309",1,0.397702982,38,0,0.41627543,5750,6,0,1,0,2
"313",1,0.686083014,57,0,0.16069592,11667,6,1,1,0,2
"321",1,0.316064767,56,0,1348,5400,3,0,1,0,0
"325",1,0.9999999,40,1,0.19170579,3833,3,2,0,0,2
"340",0,0.57985084,42,0,0.594224361,2700,8,0,0,0,0
"344",1,0.347665233,46,0,0.041583367,2500,1,0,0,0,1
"345",1,0.354125994,57,0,0.558762411,4330,4,0,1,0,0
"350",1,0.35592819,48,0,0.478090767,7667,17,0,2,0,0
"351",1,0.015054291,59,0,929,5400,11,0,1,0,2
"352",1,0.320593837,53,0,1.114622389,5600,14,0,1,0,1
"356",1,0.067512585,43,0,0.44723563,9115,4,0,2,0,0
"365",1,0.018124667,60,0,0.023181455,1250,4,0,0,0,1
"366",0,0.9999999,54,0,0.228402866,2372,2,0,0,1,0
"372",1,0.056390008,54,0,2126,5400,8,0,1,0,0
"375",1,0.499666889,39,0,0.450171821,3200,8,0,1,0,0
"378",0,0.814154511,50,1,0.297139683,3600,8,0,1,1,1
"379",1,0.016406971,55,0,0.001785714,5599,3,0,0,0,2
"382",1,0.01255887,62,0,0.044762033,7416,5,0,0,0,0
"384",1,0.551889862,42,1,0.790613718,3600,18,0,2,0,1
"385",0,0.640058527,39,0,0.055984556,9841,9,0,0,0,2
"388",1,0.266371179,58,0,0.498488489,12900,12,0,1,0,2
"393",1,0.212768452,57,0,2301,5400,17,0,2,0,0
"396",1,0.014049887,37,0,0.674399608,6120,9,0,1,0,0
"403",1,0.9999999,63,3,0.200843235,5217,5,0,1,1,4
"412",1,0.57073821,39,0,1314,5400,5,2,2,0,0
"413",1,0.622524722,43,0,0.353883732,10234,8,0,1,0,0
"414",1,0.113165062,57,0,3169,5400,16,0,1,0,3
"415",1,0.732711215,29,0,0.338531127,8400,10,0,1,0,0
"420",1,0.064835195,56,2,0.197624587,8166,10,0,1,0,0
"421",1,0.9999999,55,1,0.138721351,4144,1,0,0,0,0
"422",1,0.503587987,63,0,1.308922769,4000,16,0,1,0,0
"428",1,0.155644438,56,0,0.336831584,2000,5,0,1,0,0
"430",1,0.293041811,45,0,0.373940678,3775,5,0,1,0,3
"432",1,0.250818316,36,0,0.240143984,5833,6,0,2,0,1
"436",1,0.122976319,50,0,0.454103343,3289,6,0,1,0,1
"439",1,0.996301651,39,2,0.306101912,10930,17,0,0,0,1
"441",1,0.008665511,58,0,1.908629442,6500,17,0,5,0,0
"442",1,0.155742213,39,0,723,0,13,0,0,0,2
"446",1,0.124801376,62,0,0.566894457,6584,15,0,2,0,0
"451",1,0.187090597,63,0,0.506873282,4000,10,0,2,0,1
"457",1,0.193612774,47,0,0.020146833,5856,1,0,0,0,3
"458",1,0.531963331,64,2,0.480082158,18500,19,0,3,0,1
"460",1,0.024305835,30,0,1581,5400,6,0,1,0,0
"462",1,0.65854007,55,0,0.489714904,5541,6,0,1,0,0
"464",1,0.046740048,57,0,0.404799866,11916,13,0,3,0,0
"467",1,0.005326455,53,0,79,0,4,0,0,0,0
"468",1,0.088809584,51,0,0.295480067,7123,12,0,1,0,0
"469",1,0.021319787,64,0,0.24496788,2334,13,0,1,0,0
"471",1,0.063062463,54,0,4659,5400,5,0,2,0,0
"476",1,0.044842922,51,0,0.23358954,11318,5,0,1,0,2
"485",1,0.578849363,48,0,0.367553674,6613,10,0,1,0,1
"490",1,0.02731285,65,0,0.325335893,2083,6,0,0,0,0
"494",1,0.054940099,35,0,0.662152897,5833,10,0,2,0,2
"496",1,0.019883105,64,0,0.028599606,6083,16,0,0,0,0
"501",1,0.091106715,63,0,0.035418452,3500,5,0,0,0,0
"506",1,0.359412083,54,0,3.874422899,1082,22,0,1,0,0
"511",1,0.520418652,36,1,0.232918082,2648,5,0,0,0,3
"516",1,0.009639594,52,0,0.262440354,4400,5,0,0,0,0
"520",1,0.9999999,36,0,631,5400,1,0,1,0,0
"521",1,0.759286581,41,1,0.408475574,1698,4,0,0,0,1
"522",1,0.189734189,60,0,0.04587156,2833,2,0,0,0,0
"523",1,0.049082484,63,2,0.361938937,16441,12,0,1,0,1
"529",1,0.018497695,40,0,64,5400,13,0,0,0,0
"531",1,0.013574112,60,0,0.711075819,17000,11,0,3,0,0
"536",1,0.714892819,34,1,0.870354941,6000,8,0,1,0,0
"544",1,0.621468927,24,0,0.010079194,4166,3,0,0,0,0
"545",1,0.880239982,41,0,1290,5400,6,0,0,0,2
"548",1,0.101012576,51,0,0.34037277,12500,21,0,2,0,1
"550",1,0.249922521,63,2,0.254313231,19416,18,0,2,0,1
"554",0,0.02331266,58,0,0.632371083,4052,13,1,2,0,0
"556",1,0.077358439,44,0,0.324267573,10000,10,0,2,0,0
"557",1,0.082452074,57,0,0.89117395,3500,12,0,1,0,1
"559",1,0.14060251,56,0,0.049700447,11850,11,0,0,0,2
"561",1,0.072377744,48,0,0.399050079,12000,9,0,2,0,0
"564",1,0.015293506,50,0,0.372513562,1105,13,0,0,0,0
"565",1,0.059183801,26,0,0.067061144,1520,7,0,0,0,0
"567",1,0.019415751,62,0,1203,5400,9,0,1,0,0
"569",1,0.716283716,46,0,0.26775232,5280,10,0,2,0,2
"575",1,0.994428754,42,0,2336,0,11,0,2,0,3
"577",1,0.031593681,33,0,523,5400,3,0,0,0,0
"581",1,0.04564894,27,0,0.274952015,4167,21,0,1,0,0
"582",0,0.962946947,50,0,0.68127587,4106,8,0,1,1,0
"583",1,0.160226787,31,0,0.356018715,2350,5,0,0,0,0
"586",1,0.9999999,40,0,11,5400,0,0,0,0,0
"588",1,0.000358843,54,0,0.720069983,4000,11,0,0,0,0
"597",1,0.715720439,33,0,1.002499107,2800,8,0,2,0,0
"603",1,0.235225157,37,0,0.335036659,4500,5,0,1,0,1
"609",1,0.042202964,28,0,0.286158631,4500,6,0,1,0,0
"611",1,0.835311508,31,1,0.332527053,7854,9,0,1,0,0
"613",1,0.037477248,37,0,0.079193665,8333,9,0,0,0,0
"617",1,0.028083912,50,0,0.380976732,3910,20,0,0,0,3
"618",1,0.173784093,55,0,0.196142489,15916,14,0,3,0,0
"620",1,0.119460647,34,0,0.32224953,6916,5,0,1,0,0
"622",1,0.276593085,62,0,0.121835693,19000,8,0,1,0,0
"625",1,0.000237284,64,0,0.427787663,6743,10,0,1,0,0
"627",1,0.222472191,30,0,0.589815683,3200,4,0,1,0,0
"630",1,0.105969699,55,0,3063,5400,8,0,1,0,0
"634",1,0.9999999,26,0,0.137820513,1871,1,0,0,0,0
"639",1,0.010186243,47,0,0.022504141,24750,7,0,0,0,2
"649",1,0.122544324,57,0,0.42893401,4333,9,0,1,0,1
"651",1,0.3882572,45,0,1.112942122,4975,13,0,4,0,1
"652",1,0.013767118,64,0,2004,5400,10,0,2,0,0
"653",1,0.9999999,34,1,0,5400,0,1,0,0,0
"657",1,0.106475741,32,0,0.802308265,2685,5,0,1,0,1
"663",1,0.707145775,64,0,3930,5400,13,0,2,0,0
"667",1,0.17545213,55,2,0.27018019,9600,11,0,2,0,0
"681",1,0.163750645,65,0,0.266873313,10000,13,0,1,0,0
"683",1,0.153646677,34,0,1.220066377,3916,7,0,2,0,0
"685",0,0.913773615,55,2,0.881655429,4300,17,0,2,0,1
"689",1,0.001905482,37,0,2.694610778,500,11,0,2,0,2
"693",1,0.946508915,44,0,0.148162041,2665,5,0,0,0,1
"698",1,0.029878794,50,0,0.318734063,13333,11,0,3,0,1
"701",1,0.475841386,43,0,0.198811453,1850,2,0,0,0,3
"703",1,0.319378527,59,0,0.156959213,6300,22,0,0,0,0
"704",1,0.9999999,55,0,0.167543201,5323,1,1,0,1,2
"712",1,0.951209758,36,0,0.061445262,2310,2,0,0,0,2
"715",1,0.066928871,35,0,0.611050027,3637,5,0,1,0,2
"716",1,0.110327321,52,0,0.313439924,6316,16,0,2,0,1
"726",1,0.181442474,32,0,0.067877957,8750,2,0,0,0,0
"737",1,0.408690635,46,0,1.055195584,4166,12,0,2,0,0
"739",0,0.017558727,47,0,0.53540175,2513,10,1,1,0,0
"740",1,0.115428519,41,0,0.278969295,6480,12,1,1,1,0
"745",1,0.9999999,32,0,0.178302196,3050,1,0,0,1,2
"746",1,0.9999999,38,1,0.134071341,6503,1,0,0,0,3
"747",1,0.224507069,58,0,1068,5400,8,0,1,0,0
"749",1,0.149037887,44,0,0.288725647,3130,8,0,1,0,1
"751",1,0.546015655,39,0,0.407318536,5000,8,0,1,0,0
"754",1,0.016221174,65,0,0.194925029,2600,9,0,2,0,3
"755",1,0.068038735,55,0,2.496503497,1000,6,0,1,0,2
"758",1,0.391214634,39,1,0.287181335,11100,8,0,2,0,2
"760",1,0.098407733,47,0,0.069744476,8100,6,0,0,0,2
"763",0,0.829560586,34,1,0.248187953,4000,6,0,1,0,2
"764",1,0.631259134,39,0,0.273340433,2816,7,0,0,0,0
"766",1,0.50009998,34,0,0.211071821,8200,3,0,1,0,0
"768",1,0.996101804,43,0,2.579171742,1641,9,0,2,0,3
"770",1,0.048037041,30,0,2235,5400,5,0,1,0,0
"774",1,0.323481841,26,0,262,5400,3,0,0,0,0
"779",1,0.030761368,62,0,0.015661446,3000,5,0,1,0,0
"780",1,0.218991588,54,0,0.586137954,3000,13,0,1,0,0
"796",1,0.595112469,33,0,0.378525482,2020,3,0,0,0,0
"801",1,0.572324438,50,0,1.052171197,3200,12,0,1,0,3
"808",1,0.087910156,54,0,0.520623969,20000,8,0,3,0,2
"821",1,0.163836164,53,1,0.092762895,2500,5,0,0,0,0
"824",1,0.0199992,52,0,0.188452887,4000,6,0,1,0,1
"829",1,0.390088472,39,0,0.326036484,3014,6,0,0,0,0
"835",0,0.954449046,55,5,773,5400,7,1,0,3,0
"838",1,0.28910532,55,0,0.939430965,5728,17,0,3,0,0
"840",1,0.601758577,36,0,2162,5400,10,0,1,0,2
"845",1,0.941447055,54,0,1.843949701,4850,15,0,4,0,1
"848",1,0.506995336,29,0,0.5029988,2500,6,0,1,1,0
"849",1,0.120355791,59,0,0.151986183,11000,10,0,2,0,0
"852",0,0.902797114,45,3,2788,5400,8,2,1,2,0
"854",1,0.418397882,58,0,0.414148447,7180,14,0,2,0,0
"857",1,0.317047101,65,0,0.173402868,2300,14,0,0,0,0
"861",1,0.386875937,48,0,0.119083018,20850,19,0,0,0,2
"866",1,0.544761241,58,0,0.592103062,5976,13,0,2,0,1
"867",1,0.099272518,58,0,0.034020012,8494,3,0,0,0,3
"872",1,0.030586236,36,1,0.310935893,2916,5,0,0,0,2
"873",1,0.041084962,64,0,0.264227981,12000,8,0,1,0,0
"874",1,0.375897212,62,0,0.29563096,9017,21,0,1,0,0
"877",1,0.028200734,56,0,0.084599116,5200,10,0,1,0,0
"880",1,0.099815157,57,0,0.232339826,4260,8,0,1,0,1
"881",1,0.083984419,49,0,2461,5400,5,0,2,0,3
"890",0,0.9999999,60,1,0.540617473,4566,2,0,1,1,0
"895",1,0.811623025,33,1,0.439755691,1800,8,0,0,0,4
"897",1,0.040253329,54,0,0.401668012,7433,12,0,1,0,2
"899",1,0.002012856,59,0,1164,5400,2,0,1,0,0
"907",1,0.465521089,47,0,4085,5400,8,0,1,0,0
"908",1,0.874912509,46,0,0.302199741,8500,4,0,1,0,0
"916",1,0.004195682,45,1,0.478190226,8000,12,0,2,0,1
"918",1,0.015200908,63,0,0.007998609,5750,3,0,0,0,0
"921",1,0.021418674,57,0,0.281414439,4750,13,0,1,0,1
"926",0,0.965034965,35,0,0.062791628,7500,2,0,1,1,2
"927",1,0.124366408,53,0,2196,5400,11,0,3,0,4
"929",1,0.760016551,48,2,0.917543584,6366,10,0,1,0,1
"938",1,0.020212314,55,0,0.302395774,5300,13,0,1,0,0
"946",1,0.070324183,39,0,0.351426383,10445,12,0,1,0,4
"950",1,0.987501953,52,0,3844,5400,12,0,2,0,0
"952",0,0.972150876,59,0,1.473797947,1850,12,0,2,0,0
"957",1,0.254093195,57,0,0.457734957,5500,12,0,2,0,0
"962",1,0.123564228,45,0,0.202103511,13215,5,0,1,0,2
"968",1,0.994133464,53,1,0.53749837,7666,10,0,1,0,0
"971",1,0.202774562,59,0,6994,5400,23,0,3,0,2
"973",1,0.04569372,49,0,0.300174956,4000,14,0,1,0,1
"978",1,0.472495626,42,0,0.381654964,11250,11,0,3,0,3
"979",1,0.017509173,59,0,0.365119461,9500,8,0,2,0,0
"980",1,0.09514671,30,0,0.262804799,7750,9,0,1,0,0
"982",1,0.279441118,57,0,0.001332889,3000,1,0,0,0,1
"983",1,0.170165967,42,0,0.005084401,4916,2,0,0,0,0
"985",1,0.871073356,35,0,0.390764509,7167,12,0,1,0,0
"988",1,0.685700235,44,0,0.372925415,5000,10,0,2,0,0
"990",1,0.018456616,53,0,0.248861238,9000,7,0,2,0,2
"992",1,0.200990693,33,0,0.732948234,4500,7,0,1,0,0
"993",1,0.443944541,65,1,0.662545192,13829,19,0,3,0,1
"1000",1,0.022440925,63,0,0.012506724,7435,19,0,0,0,0
"1004",1,0.171691856,44,1,0.252374763,10000,7,0,2,0,2
"1005",1,0.030053276,58,0,937,5400,5,0,1,0,0
"1007",1,0.010653436,39,0,0.00252605,3166,2,0,0,0,0
"1008",1,0.241621668,40,0,3228,5400,11,0,2,0,0
"1013",0,0.82644118,38,0,0.6536804,5800,9,0,1,0,2
"1016",1,0.46273576,64,0,0.575630741,8600,32,0,3,0,0
"1017",1,0.9999999,44,0,0.514308746,2480,7,0,1,0,5
"1021",1,0.00126708,40,0,0.730317064,2806,15,0,2,0,3
"1023",1,0.10835629,63,0,0.005165806,6000,3,0,0,0,0
"1033",1,0.3508041,43,0,125,5400,4,0,0,0,0
"1040",1,0.286564178,53,0,1.333712265,7916,17,0,7,0,0
"1047",1,0.363993614,45,0,0.248252006,13586,6,0,2,0,3
"1051",1,0.444218359,44,1,0.478291378,11400,6,0,2,0,0
"1052",1,0.673189544,35,0,0.424098921,3800,5,0,1,0,0
"1056",1,0.057155929,60,0,0.224294881,6700,10,0,1,0,0
"1059",1,0.620903668,42,0,1146,5400,14,0,0,0,3
"1060",1,0.001499893,64,0,322,5400,12,0,0,0,0
"1066",1,0.275748654,62,0,1348,5400,7,0,1,0,0
"1070",1,0.9999999,36,0,0.082448854,6500,6,0,0,0,1
"1076",1,0.220222137,26,1,0.843945069,800,6,0,0,0,0
"1077",1,0.030141422,52,0,0.090074333,2286,6,0,0,0,0
"1080",1,0.198454901,51,0,0.246160694,4492,7,0,1,0,2
"1083",1,0.570122822,30,0,0.737718568,1200,5,0,0,0,0
"1093",0,0.9999999,42,0,31,5400,0,2,0,0,0
"1095",1,0.956397524,35,2,3268,5400,15,0,1,0,0
"1096",1,0.689770077,34,0,0.308230874,5855,5,0,2,1,0
"1097",1,0.121532709,29,0,0.155711072,4000,4,0,0,0,0
"1098",1,0.031140633,45,0,0.075146243,20000,9,0,0,0,0
"1100",1,0.351892829,45,0,0.563852484,3280,18,0,3,0,4
"1106",1,0.457431884,42,1,0.700270556,8500,17,0,3,0,2
"1110",1,0.063226971,59,0,0.263461966,13500,22,0,3,0,0
"1111",1,0.019139302,43,0,8.007968127,250,11,0,1,0,2
"1120",1,0.098019024,55,0,0.025917927,4166,7,0,0,0,1
"1123",1,0.905468868,31,1,0.35297212,1900,6,0,0,2,0
"1125",1,0.12724513,46,0,0.643,14999,11,0,5,0,0
"1130",1,0.933834167,57,2,6696,5400,8,0,2,0,0
"1132",1,0.639081992,48,0,0.362545818,3000,5,1,1,0,1
"1138",1,5.37e-05,41,0,0.108461814,5577,7,0,0,0,1
"1139",1,0.655147395,46,0,0.378128675,5952,6,0,1,0,3
"1142",1,0.9999999,30,1,0.154187958,4500,4,0,0,1,0
"1146",1,0.310076467,37,0,0.255326195,9058,7,0,1,0,0
"1150",1,0.273435385,48,0,0.218109655,10833,10,0,1,0,0
"1151",1,0.284951627,52,0,0.380131887,4700,9,0,1,0,0
"1154",1,0.137528803,42,0,0.504559635,8333,13,0,2,0,3
"1156",1,0.205274463,51,0,0.361329834,8000,10,0,1,0,0
"1159",1,0.911540163,46,0,3353,5400,7,0,1,0,1
"1162",1,0.918342055,33,0,0.270289344,2833,4,1,0,2,0
"1166",1,0.839907542,29,0,364,2,8,0,0,0,0
"1170",1,0.143931853,61,0,0.222951896,6090,9,0,1,0,0
"1171",1,0.041104587,28,0,0.3041988,3500,8,0,0,0,0
"1175",1,0.021547106,56,0,0.318019519,4200,12,0,2,0,2
"1178",1,0.002681757,51,0,0.732788003,4400,13,0,2,0,2
"1179",1,0.498488961,39,0,0.286938021,17860,13,0,1,0,0
"1180",1,0.095340549,56,0,2779,5400,14,0,3,0,3
"1183",1,0.045759314,41,0,0.409914601,4800,17,0,2,0,2
"1186",1,0.123218186,47,0,0.750680787,9914,11,0,2,0,5
"1188",1,0.006654485,50,0,740,5400,7,0,1,0,4
"1190",1,0.455154587,49,1,0.913286004,1971,11,0,0,0,0
"1191",1,0.654650704,33,0,0.481544577,7043,11,0,2,0,1
"1192",1,0.84490946,60,0,0.357151076,8690,6,0,1,0,2
"1193",1,0.9999999,34,0,0.357756601,6400,6,0,2,0,0
"1199",1,0.880186636,41,0,0.211888395,2472,10,0,0,0,0
"1206",1,0.9999999,29,0,0,5400,0,0,0,0,0
"1208",1,0.093454384,43,0,3986,5400,25,0,2,0,0
"1209",1,0.850299401,41,0,1845,5400,3,0,0,0,0
"1213",1,0.496968813,39,1,0.15199392,25000,11,0,2,0,3
"1214",1,0.940774925,41,2,0.381154711,4000,10,0,1,0,1
"1227",1,0.043255885,33,1,0.009998276,5800,7,0,0,0,0
"1229",1,0.982431974,59,5,0.664255618,14239,13,0,2,1,2
"1231",0,0.9999999,52,0,0.237812128,6727,2,4,0,1,1
"1233",1,0.0445764,61,0,37.5,1,4,0,0,0,0
"1237",1,0.356634904,49,1,0.458135466,4000,11,0,2,0,0
"1240",0,0.537417139,38,1,2748,5400,5,3,1,3,0
"1241",1,0.369472183,21,0,7,5400,1,0,0,0,0
"1245",1,0.213785748,46,0,0.367816092,2000,5,0,1,0,0
"1246",1,0.339794165,59,0,3115,5400,19,0,1,0,0
"1249",1,0.044177962,31,0,0.33847981,5893,9,0,1,0,1
"1250",1,0.010092554,37,0,0.003128259,1917,3,0,0,0,0
"1259",1,0.514708735,35,0,0.91878384,2400,18,0,1,0,1
"1260",1,0.344317885,27,0,0.17953362,4416,8,0,0,0,0
"1264",1,0.056895398,64,0,0.335904688,11666,14,0,3,0,0
"1265",1,0.9999999,39,3,0.112225335,6780,5,0,0,0,0
"1266",1,0.212426252,36,0,2743,5400,8,0,1,0,0
"1269",0,0.768820786,25,1,0.569584736,1781,6,0,0,0,0
"1274",1,0.884176675,32,0,0.709526982,1500,6,0,0,0,0
"1276",1,0.9999999,32,0,0.566289141,1500,4,0,0,0,0
"1277",1,0.059627208,63,0,639,5400,6,0,0,0,1
"1280",1,0.030829821,48,1,0.088447653,1107,3,0,0,0,2
"1281",1,0.005660923,42,0,0.001606856,5600,1,0,0,0,1
"1285",1,0.267703359,49,0,0.021265054,9216,4,0,0,0,1
"1287",1,0.947700354,39,1,0.048520395,3750,8,0,0,0,0
"1288",0,0.978808477,47,1,0.428419088,3750,5,4,0,0,1
"1289",1,0.959005856,30,0,0.213268706,3300,5,0,0,0,0
"1294",1,0.088046633,63,0,0.157283194,9466,5,0,1,0,0
"1296",1,0.042970201,40,0,45,0,6,0,0,0,0
"1297",1,0.026599391,62,0,0.074071225,13000,9,0,1,0,1
"1299",1,0.021639523,56,0,0.323073492,8966,21,0,2,0,2
"1300",1,0.064372318,41,0,1.083273338,4166,7,0,1,0,1
"1301",1,0.342435003,55,0,3840,5400,5,0,2,0,0
"1306",1,0.909043376,42,0,0.422447194,8000,11,0,2,0,0
"1307",1,0.006161492,41,0,0.001079914,8333,3,0,0,0,0
"1312",1,0.9999999,31,0,0,1200,0,0,0,0,0
"1317",1,0.038488034,42,0,1.225011008,2270,10,0,2,0,2
"1323",1,0.293554293,63,0,0.282177432,6300,8,0,1,0,0
"1327",1,0.263407239,60,0,2300,5400,21,0,1,0,0
"1328",1,0.013174641,41,0,0.121859768,8000,8,0,0,0,2
"1330",1,0.101740388,64,0,0.361220731,3800,9,0,1,0,0
"1336",1,0.494343504,51,0,0.692561488,3333,6,0,1,0,0
"1337",1,0.105556349,45,0,0.222071349,8100,5,0,2,0,2
"1346",0,0.9999999,41,0,0.492424242,5147,5,1,1,0,1
"1351",1,0.846163759,47,0,0.571108043,5793,12,0,1,0,0
"1354",1,0.155959085,41,0,2599,0,5,0,1,0,0
"1355",1,0.9999999,62,0,0.03263928,1776,1,1,0,0,0
"1356",1,0.281677722,32,0,0.400887929,8333,7,0,1,0,4
"1358",1,0.081071193,44,0,0.332041747,16000,9,0,4,0,3
"1359",1,0.006631879,27,0,0.186841149,2750,6,0,0,0,0
"1360",1,0.197212966,49,1,0.196000987,4050,6,0,1,2,0
"1361",1,0.412840416,33,0,853,5400,9,0,0,0,2
"1363",1,0.556591981,45,0,1.409716125,6833,22,0,8,0,0
"1364",1,0.9999999,30,0,0,5400,0,1,0,0,0
"1373",0,0.9999999,30,0,0,2900,3,0,0,0,1
"1376",1,0.9999999,55,0,0.958208358,5000,8,0,3,0,0
"1387",1,0.665173572,54,0,0.166102842,2955,3,0,0,0,0
"1396",1,0.339485947,31,0,0.514124842,10300,15,0,2,0,0
"1397",1,0.611393314,51,0,0.401873049,9609,14,0,2,0,0
