"","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
"159",1,0.9999999,62,0,0.04965839,6000,1,0,0,0,0
"160",0,0.655316473,63,0,5223,5400,19,0,2,0,0
"161",1,0.9999999,50,2,1208,5400,4,0,1,0,0
"162",1,0.028113957,61,0,0.031349387,2200,12,0,0,0,0
"163",1,0.222696207,42,0,800,1,3,0,1,0,2
"166",1,0.009025178,45,0,0.376836435,8167,4,0,1,0,2
"167",1,0.260271523,44,0,0.296854804,6962,11,0,1,0,0
"168",1,0.455950788,63,1,0.701766078,6001,19,0,2,0,0
"170",1,0.181557324,36,0,0.56071964,2000,7,0,1,0,1
"171",1,0.147123525,41,0,0.436025621,6400,5,0,1,0,2
"172",1,0.025601772,63,1,0.262773723,10000,8,0,1,0,0
"173",1,0.196372799,43,0,0.537485582,2600,10,0,1,0,0
"174",1,0.083945242,64,0,0.588073078,2900,6,0,1,0,0
"176",1,0.125429152,55,0,0.476704659,5000,3,0,2,0,0
"177",1,0.06037487,42,0,0.578676723,5833,17,0,2,0,2
"179",0,0.973339258,61,1,0.209961825,5500,11,0,0,1,1
"180",1,0.877564897,58,0,2825,5400,10,0,2,0,0
"183",1,0.084220458,42,0,0.458551158,6694,26,0,2,0,4
"184",1,0.114561798,40,0,0.359964004,10000,20,0,2,0,2
"185",1,0.09811305,49,0,0.257017809,6625,9,0,2,0,0
"186",1,0.011883886,54,0,0.092913547,9750,8,0,1,0,2
"187",1,0.75264947,33,1,0.058322869,7166,6,0,0,0,0
"188",1,0.112321289,53,0,0.266909775,8500,9,0,1,0,5
"190",1,0.15576324,44,0,0.278077082,4825,4,0,1,0,2
"192",1,0.034645112,65,0,0.125189985,12500,4,0,1,0,1
"197",1,0.267541336,59,0,0.637607437,5700,13,0,2,0,1
"198",1,0.9999999,61,0,0.529548989,1285,3,0,1,0,0
"200",1,0.29264536,57,0,0.205927884,26484,11,0,2,0,3
"201",0,0.220823719,46,1,0.637749121,1705,5,0,0,0,0
"202",1,0.006099797,28,0,0.139429485,3750,8,0,0,0,0
"203",1,0.909538698,53,1,0.595653913,7500,16,0,1,0,1
"205",1,0.991667222,36,1,0.554878049,5411,10,0,2,0,1
"206",1,0.691488418,42,0,0.272721679,16250,11,0,1,0,1
"207",1,0.112855258,64,0,0.307576329,2652,6,0,1,0,0
"208",1,0.048244493,62,0,0.262879153,16615,11,0,1,0,1
"210",1,0.9999999,62,0,0,5480,3,0,0,0,0
"211",1,0.074256375,49,0,0.347930414,5000,11,0,2,0,3
"212",1,0.191001932,54,0,0.705627706,5081,10,0,2,0,2
"213",1,0.219382879,56,1,942,5400,9,0,1,0,1
"214",1,0.371875401,29,0,0.53628857,2300,9,0,1,0,3
"215",1,0.547887778,29,1,0.24651504,2725,5,0,0,1,0
"216",1,0.271668778,46,1,0.282830201,15800,14,0,2,0,4
"217",1,0.085152475,25,0,1005,0,5,0,0,0,0
"219",1,0.035940506,46,0,0.271186441,6666,10,0,1,0,3
"220",1,0.865423051,48,0,0.075848303,500,1,0,0,0,0
"221",1,0.696411671,52,0,0.408871921,11000,11,0,1,0,4
"223",1,0.081238383,51,0,0.066830086,7750,14,0,0,0,2
"224",1,0.948762809,27,0,0.144948404,4166,5,0,0,0,0
"227",1,0.093638481,49,0,0.042836573,8333,10,0,0,0,1
"229",1,0.426371142,62,1,0.406053995,3666,15,0,1,0,0
"230",1,0.948978489,57,0,0.043744532,8000,3,0,0,0,1
"231",1,0.042606843,58,0,3976,5400,13,0,3,0,0
"232",1,0.022890604,37,0,0.288477299,6100,16,0,1,0,0
"233",1,0.283821988,63,0,0.750200803,1244,9,0,0,0,0
"234",1,0.319779462,32,0,1.247340213,12500,12,0,8,0,0
"235",1,0.155240525,52,0,0.483518065,6946,15,0,2,0,1
"239",1,0.727560021,38,0,0.712458746,2423,6,0,1,0,1
"240",1,0.687779097,62,0,0.249471161,7090,15,0,0,0,0
"241",1,0.9999999,29,0,0,5400,0,0,0,0,0
"242",1,0.033708851,41,0,0.408706353,6500,9,0,1,0,2
"244",1,0.100773109,41,0,0.199761673,9230,7,0,1,0,0
"245",1,0.399946674,28,0,0.189702574,4000,6,0,0,0,1
"247",1,0.203959597,46,0,0.072914726,16100,6,0,1,0,2
"248",1,0.9999999,30,0,0.090341011,5600,1,0,0,0,0
"249",0,0.880370887,43,0,0.461323764,7523,6,0,1,0,1
"252",1,0.335737457,50,0,0.45722203,5773,9,0,1,0,1
"253",0,0.953343701,48,2,2073,5400,5,1,2,2,0
"255",1,0.118853837,50,0,2720,5400,7,0,1,0,2
"256",1,0.630073985,38,0,0.563328034,1886,3,0,1,0,0
"257",1,0.9999999,35,0,3388,5400,1,0,1,0,0
"259",1,0.186682782,30,0,0.698120752,2500,7,0,2,0,2
"261",1,0.457526639,51,0,0.333583302,8000,16,0,2,0,2
"262",1,0.728218119,40,1,3878,5400,10,0,2,0,0
"263",1,0.947264856,28,0,0.467171717,1187,4,0,0,0,0
"264",1,0.013916922,54,0,0.017655818,4700,7,0,0,0,2
"266",1,0.502958087,57,0,6381,5400,5,0,2,0,0
"268",1,0.082317351,64,0,0.214426305,8636,29,0,1,0,1
"271",0,0.739146488,63,1,0.285156885,6150,12,0,0,0,1
"272",1,0.186890655,54,0,0.655589124,3640,7,0,1,0,1
"274",1,0.522314625,45,0,0.290229092,14491,13,0,1,0,3
"275",1,0.903231566,57,0,0.13080895,5228,10,0,0,0,0
"278",1,0.000582648,54,0,2028,5400,13,0,1,0,1
"279",1,0.250008365,60,0,2.086478612,7550,26,0,0,0,0
"281",1,0.114588541,38,0,34,5400,2,0,0,0,0
"285",1,0.742436041,52,0,0.414081023,9700,10,0,2,0,0
"286",0,0.802417179,58,1,668,5400,5,1,0,0,0
"287",1,0.9999999,42,1,0.113421853,6250,3,3,0,1,2
"288",1,0.134191514,63,0,926.5,1,9,0,1,0,0
"289",1,0.002556199,58,0,0.115826132,7752,17,0,0,0,2
"290",1,0.088845558,62,0,0.073772011,5394,5,0,0,0,0
"291",1,0.203947961,46,1,1.206516118,5800,12,1,4,0,2
"295",1,0.368866624,55,0,0.437996083,9700,18,0,2,0,0
"296",1,0.179487766,51,0,0.492529978,10173,19,0,4,0,0
"297",1,0.026885902,36,0,0.344879921,11200,6,0,2,0,2
"298",1,0.265705207,56,0,0.259102536,31666,8,0,3,0,1
"299",1,0.011847989,49,0,1599,5400,12,0,1,0,0
"300",1,0.07083751,64,0,0.255290785,6000,6,0,0,0,1
"301",1,0.030996074,56,0,0.131430952,4800,11,0,1,0,0
"302",1,0.144914011,37,0,0.045366363,6700,5,0,0,0,0
"303",1,0.353017659,48,0,1.299736021,4166,17,0,1,0,1
"304",1,0.020074662,36,0,0.334245422,4750,5,0,1,0,0
"305",0,0.733885463,49,2,0.369223765,8785,20,0,2,0,2
"308",0,0.991502124,61,10,1.2979007,3000,11,2,3,5,1
"310",1,0.971352432,24,0,0.035803497,1200,3,0,0,0,0
"311",1,0.9999999,33,0,1786,5400,3,0,1,0,0
"312",1,0.010887967,55,0,0.725137431,2000,7,0,2,0,0
"314",1,0.212464485,58,0,0.518991188,3290,10,0,1,0,1
"315",1,0.006956358,52,0,0.003278689,2439,4,0,0,0,0
"316",1,0.073251754,51,0,0.446688128,10250,9,0,1,0,2
"317",1,0.431904058,63,0,0.41905226,8208,22,1,2,0,0
"318",1,0.014310431,56,0,13,5400,2,0,0,0,0
"319",1,0.026944485,41,0,0.686736475,4583,8,0,3,0,0
"320",1,0.297094601,43,1,0.603763294,3666,9,0,1,0,2
"322",1,0.922670104,40,0,0.207789429,9345,7,0,0,0,0
"323",1,0.319190816,49,0,0.358153388,9400,18,0,2,0,0
"324",1,0.243674266,48,0,0.179979778,8900,10,0,1,0,6
"326",1,0.028910707,52,0,0.013543599,5389,7,0,0,0,2
"327",1,0.03423863,48,0,2045,5400,3,0,1,0,0
"328",1,0.50329934,55,0,0.454057468,3166,5,0,2,0,0
"329",1,0.799981673,61,3,0.671076012,5064,19,0,3,1,0
"330",1,0.069987933,33,0,0.114004783,3762,7,0,0,0,0
"331",1,0.740635161,39,0,0.432010059,5566,7,0,1,0,0
"332",1,0.9999999,32,2,0.095584668,2060,1,0,0,0,0
"333",1,0.092287617,61,0,0.229436075,7500,23,0,2,0,2
"334",1,0.9999999,33,1,0.257707218,5416,2,2,1,0,1
"335",1,0.07807727,60,0,0.566105156,3917,14,0,1,0,2
"336",1,0.201943642,46,0,0.394460554,10000,15,0,2,0,3
"337",1,0.077958915,57,0,0.053530226,6500,19,0,0,0,0
"338",1,0.205676486,57,0,0.130309575,8333,8,0,1,0,0
"339",0,0.9999999,32,0,0.006731051,3416,1,0,0,0,3
"341",1,0.073393457,38,1,0.384761524,10000,9,0,2,0,0
"342",1,0.073123172,33,0,0.216405216,5290,9,0,0,0,0
"343",1,0.10088331,52,1,0.280494456,5500,6,1,1,0,2
"346",1,0.029643294,50,0,0.399106478,9400,15,3,4,0,0
"347",1,0.540204354,34,0,0.034395414,7500,3,1,0,0,0
"348",1,0.640927271,53,4,0.52409692,11266,17,0,2,0,3
"349",1,0.719305764,64,0,0.186225718,6228,5,0,1,0,0
"353",1,0.173428408,51,1,0.086269282,5250,11,0,0,0,0
"354",1,0.401789055,55,0,0.412779302,2550,11,0,0,0,0
"355",1,0.301152442,46,0,0.254661625,7668,10,0,1,0,3
"357",1,0.993335555,31,0,0.068227425,4484,6,0,0,0,1
"358",1,0.138793584,43,0,0.384074741,11666,9,0,5,0,0
"359",1,0.193584801,51,0,0.532754538,3800,13,0,2,0,0
"360",1,0.001124859,28,1,0.057990335,6000,8,1,0,0,0
"361",1,0.485558448,51,0,0.09963548,6583,5,0,0,0,0
"362",1,0.979521555,55,1,0.467850417,7433,11,0,2,2,0
"363",1,0.38480769,42,0,0.533099636,7416,5,0,1,0,3
"364",1,0.183676155,33,0,0.660528423,2497,9,0,1,0,0
"367",1,0.290320472,48,0,0.262848568,7996,7,0,1,0,3
"368",1,0.052161271,49,0,0.067629397,6993,5,0,0,0,1
"369",1,0.091201293,49,1,0.568886223,5000,15,0,2,0,0
"370",1,0.500234532,46,0,0.278025952,4700,10,0,1,0,1
"371",0,0.913140498,37,2,1.620344914,4000,16,0,3,0,1
"373",1,0.611388611,22,0,0.347066167,800,4,0,0,0,0
"374",1,0.065630892,31,0,0.162635688,5250,10,0,0,0,0
"376",1,0.9999999,56,0,7,5400,1,0,0,0,0
"377",1,0.289470539,44,0,0.4825614,8916,17,0,2,0,1
"380",1,0.078497383,52,0,0.207274054,8220,5,0,1,0,3
"381",1,0.029692431,58,2,0.287187752,6204,19,0,1,0,0
"383",1,0.062093267,42,0,0.230261579,8333,6,0,1,0,4
"386",1,0.581815774,45,0,0.724784402,8000,11,0,2,0,0
"387",1,0.312068793,55,1,0.127071823,1266,5,0,0,0,0
"389",1,0.040186458,35,0,0.300839136,5600,8,0,2,0,1
"390",1,0.749602291,62,0,7963,5400,7,0,2,0,3
"391",0,0.955545894,52,1,0.524949909,10480,11,0,3,0,1
"392",1,0.086635409,40,0,887,0,8,0,1,0,1
"394",1,0.9543957,45,2,0.4842141,8836,10,0,1,0,1
"395",1,0.188256123,27,0,0.881825173,3900,6,0,1,0,1
"397",1,0.329609837,36,0,0.437743191,3597,16,0,2,0,2
"398",1,0.484099985,40,0,0.423251505,10794,9,0,2,0,2
"399",1,0.035113768,56,0,87,5400,11,0,0,0,0
"400",1,0.084826988,59,0,0.53418212,3612,9,0,2,0,0
"401",1,0.9999999,40,0,0.60616581,7200,6,0,3,0,0
"402",1,0.152250785,49,0,0.030774358,9000,3,0,0,0,0
"404",1,0.9999999,45,0,461,5400,2,0,0,0,0
"405",1,0.576284725,36,0,0.785404865,3000,10,0,1,0,1
"406",1,0.408215982,39,0,677,5400,4,0,0,0,2
"407",1,0.10680013,44,3,0.747375437,6000,8,0,3,0,2
"408",1,0.004552998,34,0,3,5400,2,0,0,0,0
"409",1,0.277436128,59,0,0.388566694,3620,8,0,1,0,1
"410",1,0.285342534,38,0,0.08951092,3250,4,0,0,0,3
"411",1,0.162077194,38,0,0.024885359,70000,6,0,1,0,2
"416",1,0.486651335,55,0,0.324741695,9000,10,0,2,0,0
"417",1,0.584844623,60,0,0.293637575,6003,11,0,1,0,0
"418",1,0.875440658,37,0,0.437717467,1436,5,0,0,0,1
"419",1,0.03929607,48,0,0.480393478,7420,10,0,2,0,0
"423",1,0.697812691,31,0,0.236980252,12000,10,0,0,0,1
"424",1,0.650432993,61,0,0.368063194,10000,10,0,1,0,1
"425",1,0.30248201,46,0,0.348057208,7900,12,0,1,0,2
"426",1,0.9999999,40,0,0.185755935,2400,1,2,0,0,0
"427",1,0.768537191,46,0,2568,5400,5,0,0,0,0
"429",1,0.836294011,29,3,0.260170076,4350,8,0,1,0,1
"431",1,0.9999999,49,1,0.098937721,4800,1,0,0,0,4
"433",1,0.181579946,54,0,0.3539428,6048,9,0,1,0,1
"434",1,0.048911121,63,0,0.102800764,6283,4,0,0,0,1
"435",0,0.517045364,61,0,0.572590321,7500,20,0,2,0,0
"437",0,0.387065977,51,0,0.350874186,5833,12,0,1,2,1
"438",1,0.269257489,44,0,0.607594937,1500,7,0,0,0,3
"440",1,0.019153961,49,0,0.201025979,33333,6,0,3,0,4
"443",1,0.733914381,33,0,0.158975542,4333,7,1,0,0,1
"444",1,0.210442588,53,0,0.513602495,5770,10,0,2,0,1
"445",1,0.095634788,36,0,0.175266904,2247,4,0,0,0,1
"447",1,0.016995185,62,0,0.002301937,5212,4,0,0,0,0
"448",1,0.964038058,29,1,0.263516583,2200,6,0,0,0,0
"449",1,0.211206477,44,1,0.2138395,2080,13,1,0,1,0
"450",1,0.184476515,32,0,0.444956049,7166,11,0,2,0,0
"452",1,0.732202177,44,0,0.258576628,12912,26,0,0,0,0
"453",1,0.392141112,54,0,1.383017398,3850,18,0,2,0,2
"454",1,0.063688754,41,0,0.266876688,6665,8,0,0,0,1
"455",1,0.616982372,32,1,0.191649336,6250,10,0,0,0,2
"456",1,0.221106801,43,0,0.157212981,7333,5,0,1,0,0
"459",1,0.346960384,41,0,1.432686655,1700,13,0,3,0,2
"461",1,0.9999999,40,0,2866,0,2,0,2,0,0
"463",1,0.104693763,36,0,0.297372704,4300,8,0,1,0,1
"465",1,0.057887851,56,0,0.238127698,4400,13,0,1,0,1
"466",1,0.883182488,49,0,0.183736947,4500,18,0,0,0,2
"470",1,0.281880372,28,0,0.179975176,2416,7,0,0,0,0
"472",0,0.402345742,37,0,0.337622356,12667,16,0,2,0,3
"473",1,0.334295645,48,0,5368,5400,13,0,2,0,0
"474",1,0.010350125,52,0,0.258589038,3812,6,0,1,0,1
"475",1,0.336596148,36,0,0.08037225,1181,2,0,0,0,0
"477",0,0.314685703,51,3,0.160317928,16984,13,0,2,1,4
"478",0,0.149314411,36,0,0.558320373,4500,9,0,3,0,0
"479",1,0.037849716,62,0,0.162891787,8741,15,0,1,0,0
"480",1,0.133688867,49,0,0.093522183,4800,7,0,0,0,2
"481",1,0.321457844,46,2,1434,5400,6,0,1,1,0
"482",1,0.827151013,56,1,0.219974716,8700,8,0,0,1,1
"483",1,0.442798278,51,0,2092,5400,11,0,0,0,2
"484",1,0.025082109,57,0,0.360879707,3000,15,0,0,0,0
"486",1,0.020703507,47,0,0.645104381,3400,6,0,1,0,2
"487",1,0.569824212,40,0,0.361421689,11000,18,0,1,0,2
"488",1,0.914867126,40,0,0.517037339,4900,7,0,1,0,1
"489",1,0.964561473,35,4,0.305839582,4400,10,3,0,2,2
"491",1,0.004595129,52,0,0.39095856,7166,7,0,1,0,0
"492",1,0.12136536,34,0,3300,5400,5,0,2,0,0
"493",1,0.180162143,40,0,0.448326668,9501,15,0,2,0,1
"495",1,0.175434349,47,0,0.149077983,4500,9,0,0,0,0
"497",0,0.990764426,36,2,0.361340457,4117,4,0,0,0,1
"498",1,0.386084012,49,0,0.166452387,11666,17,0,0,0,3
"499",1,0.008287427,55,0,0.115171335,7032,8,0,1,0,0
"500",1,0.058687793,35,0,0.335733141,8333,6,0,2,0,2
"502",1,0.023114333,64,0,0.513540291,9083,16,0,3,0,0
"503",1,0.083426677,64,0,0.037871034,2930,7,0,0,0,2
"504",1,0.529411765,26,1,0.017052375,820,1,0,0,0,0
"505",1,0.9999999,32,0,0.177955511,4000,1,2,0,0,0
"507",1,0.106517279,40,0,0.263151915,8800,17,0,3,0,4
"508",1,0.07953842,53,0,2958,5400,9,0,1,0,2
"509",1,0.01239876,50,3,0.207518671,11916,4,0,1,0,0
"510",1,0.9999999,56,0,0.00711943,12500,2,0,0,0,2
"512",1,0.160899231,33,0,0.182363527,3333,13,0,0,0,0
"513",1,0.252505361,52,0,0.442592901,6000,13,0,1,0,2
"514",1,0.035670256,62,0,0.427674963,9401,9,0,4,0,0
"515",1,0.046747539,60,0,1.012368584,3233,13,0,2,0,0
"517",1,0.986400389,36,0,0.441868921,11000,8,0,2,0,0
"518",1,0.045516721,40,0,0.090355422,11000,12,0,0,0,3
"519",1,0.245744673,46,0,0.585122242,6707,21,0,1,0,3
"524",1,0.238016933,58,0,0.601017347,7666,5,0,3,0,0
"525",1,0.410946459,56,0,0.712194056,4575,16,0,1,0,0
"526",1,0.476535633,33,0,0.312937413,5000,4,0,1,0,0
"527",1,0.37504998,64,0,0.011195522,2500,4,0,0,0,0
"528",1,0.116188171,33,0,0.043739065,4000,9,0,0,0,0
"530",1,0.254548841,56,0,0.461357487,8500,15,0,2,0,4
"532",1,0.9999999,27,0,0.260763359,3274,3,0,0,1,2
"533",1,0.029185402,41,0,0.336295473,3600,5,0,1,0,0
"534",1,0.985092264,48,0,0.376905611,3082,4,0,1,0,0
"535",1,0.312877738,36,0,0.23072116,8000,28,0,0,0,0
"537",1,0.060867801,50,1,3074,5400,15,0,1,0,0
"538",1,0.073191767,54,0,0.020708083,4490,4,0,0,0,0
"539",1,0.473663158,36,1,0.650674663,2000,8,0,0,0,0
"540",0,0.987668722,39,5,0.691279186,5010,14,0,2,0,2
"541",1,0.061214562,35,0,0.453692681,21000,7,0,2,0,0
"542",1,0.475252475,38,1,0.428628549,2500,8,1,0,0,0
"543",1,0.243842974,52,0,1321,5400,9,0,1,0,2
"546",1,0.111715105,47,0,0.315173697,16666,12,0,2,0,3
"547",1,0.659178931,39,0,0.285324697,5866,6,0,1,0,1
"549",1,0.471803323,60,0,0.365787835,9633,12,0,1,0,1
"551",1,0.066285085,58,0,0.228999349,9213,7,0,1,0,0
"552",1,0.025711593,55,0,0.540702656,3500,8,0,1,0,2
"553",1,0.901509849,33,1,0.128132981,23100,8,1,1,0,0
"555",1,0.048540543,55,1,0.215576215,5700,9,0,1,0,0
"558",1,0.9999999,65,0,0,615,3,0,0,0,0
"560",1,0.357285429,25,0,0.001723544,2900,1,0,0,0,0
"562",1,0.228591229,38,1,0.181233062,2951,4,0,0,0,0
"563",1,0.9999999,32,0,0.132716821,4000,1,0,0,0,1
"566",1,0.211859605,55,0,0.128716003,6323,8,0,0,0,1
"568",1,0.012236873,46,0,1189,5400,6,0,1,0,0
"570",1,0.00054943,59,0,0,2236,4,0,0,0,0
"571",1,0.004680652,29,0,0.057388522,5000,4,0,0,0,0
"572",1,0.4275909,39,0,0.342354782,10862,14,1,2,0,0
"573",1,0.982477859,36,0,0.508163945,3000,3,0,1,0,0
"574",1,0.014646523,26,0,0.121568627,1274,7,0,0,0,0
"576",1,0.556142972,58,0,0.177274242,3000,2,0,0,0,0
"578",1,0.35407131,51,0,0.053521541,6800,5,0,0,0,0
"579",1,0.075627307,60,0,0.193786454,8400,9,0,1,0,0
"580",1,0.002965614,29,0,0.515939338,3230,8,0,1,0,0
"584",1,0.067400749,26,0,0.166517857,4479,10,0,0,0,0
"585",1,0.134374585,63,0,111,5400,2,0,0,0,0
"587",1,0.013218661,57,0,0.085321957,7500,10,0,1,0,0
"589",1,0.975146408,33,0,0.332280979,3800,4,0,0,0,2
"590",1,0.255610417,54,0,0.528550512,3414,9,0,1,0,1
"591",1,0.9999999,24,0,0,3833,1,0,0,0,0
"592",1,0.682708972,41,4,0.38708711,13350,8,0,4,0,1
"593",1,0.101551406,47,0,228,5400,6,0,0,0,0
"594",1,0.040536902,34,0,0.644091034,3646,11,0,1,0,0
